id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam,shortName
2714257259,Miss,8661,474673,Johan Mojica,85.9235294112,48.4147770674,83,,False,False,,,28.791190475,2.8902068975999997,0.010453344322741032,0.0,RightFoot,FromCorner,SecondHalf,False,"{'x': 2, 'y': 0.5548689933329823, 'zoomRatio': 0.725693650700349}",False,False,Johan,Mojica,Johan Mojica,#c2071f,4506769,Mallorca,Sevilla,
2714261359,AttemptSaved,8302,927646,Adrià Pedrosa,76.5160194192,47.6440764301,88,,False,True,101.9655172416,35.6775,36.05875,0.0834736838,0.009647186845541,0.03696034848690033,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.455357142857142, 'y': 0.02208298513227513, 'zoomRatio': 1}",False,False,Adrià,Pedrosa,Adrià Pedrosa,#C90F20,4506769,Sevilla,Mallorca,
2714264771,AttemptSaved,8661,245311,Abdon Prats,94.8684210512,33.5425,90,1.0,True,True,96.0263157884,33.466249999999995,32.70374999999999,1.2199999940000001,0.04384530708193779,0.0,Header,SetPiece,SecondHalf,False,"{'x': 1.3429232804232825, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Abdon,Prats,Abdon Prats,#c2071f,4506769,Mallorca,Sevilla,
2714268879,AttemptSaved,8661,1639357,Marc Domenech,94.675438595,34.22875,90,4.0,True,True,96.50877192889999,34.38125,35.29625000000001,1.2199999940000001,0.02887432835996151,0.0,Header,FromCorner,SecondHalf,False,"{'x': 0.6570767195767175, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Marc,Domenech,Marc Domenech,#c2071f,4506769,Mallorca,Sevilla,
2714827405,AttemptSaved,8633,701154,Kylian Mbappé,90.8,43.3001273835,4,,True,True,94.09649122639999,41.141904761999996,31.941249999999997,1.2199999940000001,0.052035070955753326,0.0,RightFoot,FastBreak,FirstHalf,False,"{'x': 1.544642857142858, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714827521,Miss,8633,846033,Vinicius Junior,90.8,45.1918471296,4,,False,False,96.1228070165,10.4291943189,0.8527014223,0.5329473658000001,0.02383928932249546,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.016078153836600818, 'zoomRatio': 0.11403644225001831}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714827859,Goal,8306,1184694,Alberto Moleiro,95.2543859636,43.720509549300004,5,,False,True,,,31.026249999999997,0.20547368320000003,0.28599298000335693,0.8173410892486572,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.7867063492063497, 'y': 0.05435811724867726, 'zoomRatio': 1}",False,True,Alberto,Moleiro,Alberto Moleiro,#da9f00,4506770,Las Palmas,Real Madrid,
2714835405,AttemptSaved,8633,701154,Kylian Mbappé,91.6,23.088407647599997,21,,True,True,94.4824561388,24.955625,31.865,1.2199999940000001,0.047975774854421616,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.5648148148148162, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714836599,AttemptSaved,8633,743533,Federico Valverde,87.21176470559999,33.695,25,,False,True,103.8620689656,33.61875,31.78875,0.28252631440000003,0.14442561566829681,0.2288110852241516,RightFoot,FreeKick,FirstHalf,False,"{'x': 1.5849867724867723, 'y': 0.07474241121693122, 'zoomRatio': 1}",False,False,Federico,Valverde,Federico Valverde,#085098,4506770,Real Madrid,Las Palmas,
2714837035,Miss,8633,743533,Federico Valverde,82.2597087384,39.96523809599999,27,,False,False,,,25.1290625,5.670896561599999,0.028948966413736343,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.6392668826265545, 'zoomRatio': 0.4261105435586714}",False,False,Federico,Valverde,Federico Valverde,#085098,4506770,Real Madrid,Las Palmas,
2714837469,AttemptSaved,8633,701154,Kylian Mbappé,84.286893204,26.69,29,,False,True,101.681034483,32.3225,33.77125,0.3659999982,0.08054462820291519,0.08246263861656189,RightFoot,FastBreak,FirstHalf,False,"{'x': 1.0605158730158726, 'y': 0.09682539634920634, 'zoomRatio': 1}",False,False,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714837875,AttemptSaved,8306,477615,Sandro Ramirez,75.9529126232,22.177579621699998,30,,True,True,80.0072815544,23.859108284899996,35.448750000000004,1.2199999940000001,0.013587716035544872,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.6167328042328032, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Sandro,Ramirez,Sandro Ramirez,#da9f00,4506770,Las Palmas,Real Madrid,
2714838353,Miss,8306,616531,Javier Munoz,80.0072815544,37.696,32,,False,False,,,20.9864968186,6.3921379432,0.026797769591212273,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.49119271376028756, 'zoomRatio': 0.2904675203370832}",False,False,Javier,Munoz,Javier Munoz,#da9f00,4506770,Las Palmas,Real Madrid,
2714840131,AttemptSaved,8633,276738,Antonio Rüdiger,77.3043689336,44.2810191037,38,,False,True,103.103448276,34.99125,36.821250000000006,0.3274736826,0.01173641812056303,0.07666182518005371,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.2536375661375645, 'y': 0.08663324936507935, 'zoomRatio': 1}",False,False,Antonio,Rüdiger,Antonio Rüdiger,#085098,4506770,Real Madrid,Las Palmas,
2714840327,AttemptSaved,8633,276738,Antonio Rüdiger,100.732758621,37.50750000000001,38,,True,True,101.681034483,37.2025,36.05875,1.2199999940000001,0.16675390303134918,0.0,Header,FromCorner,FirstHalf,False,"{'x': 0.455357142857142, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Antonio,Rüdiger,Antonio Rüdiger,#085098,4506770,Real Madrid,Las Palmas,
2714842839,AttemptSaved,8633,701154,Kylian Mbappé,94.9649122793,22.387770704599998,45,1.0,True,True,96.50877192889999,24.0692993678,33.466249999999995,1.2199999940000001,0.036937933415174484,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.141203703703705, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714848231,AttemptSaved,8633,846033,Vinicius Junior,94.9649122793,46.312866238400005,51,,False,True,103.4827586208,36.36375,36.36375,0.4879999976,0.03152003884315491,0.10662712156772614,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.37466931216931143, 'y': 0.12910052846560846, 'zoomRatio': 1}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714848395,AttemptSaved,8633,701154,Kylian Mbappé,92.1,43.044375,52,,True,True,94.7719298231,41.3678125,32.856249999999996,1.2199999940000001,0.044161297380924225,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.3025793650793662, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714848545,AttemptSaved,8633,750028,Francisco Garcia,74.4888349536,37.732,52,,False,True,102.9137931036,34.533750000000005,34.4575,0.2439999988,0.006242211442440748,0.024268735200166702,LeftFoot,FromCorner,SecondHalf,False,"{'x': 0.8789682539682532, 'y': 0.06455026423280423, 'zoomRatio': 1}",False,False,Francisco,Garcia,Francisco Garcia,#085098,4506770,Real Madrid,Las Palmas,
2714848869,AttemptSaved,8633,895362,Rodrygo,90.0,21.687133761599995,54,,False,True,103.103448276,31.4075,33.00875,0.20547368320000003,0.037630077451467514,0.027212632820010185,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.26223544973545, 'y': 0.05435811724867726, 'zoomRatio': 1}",False,True,,Rodrygo,Rodrygo,#085098,4506770,Real Madrid,Las Palmas,
2714849001,Miss,8306,477615,Sandro Ramirez,96.605263157,47.153630570000004,55,,False,False,,,39.208809525,4.5846896616,0.3146892786026001,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.23055656517098877, 'y': 0.6772486772486772, 'zoomRatio': 0.5583802152284811}",False,True,Sandro,Ramirez,Sandro Ramirez,#da9f00,4506770,Las Palmas,Real Madrid,
